transaction_id,txn_date,from_account_id,to_account_id,external_party,external_country,amount,channel,description
T00750,2026-04-07,A0027,,Streaming,,248,ACH,Everyday spend
T00751,2026-04-08,A0027,,Grocery,,86,CARD,Everyday spend
T00752,2026-04-02,A0027,,Streaming,,307,ACH,Everyday spend
T00753,2026-04-15,,A0027,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00754,2026-04-19,A0027,,Rent,,377,CARD,Everyday spend
T00755,2026-04-25,A0027,,Rent,,893,CARD,Everyday spend
T00756,2026-04-29,,A0027,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00757,2026-05-10,A0027,,Streaming,,741,ACH,Everyday spend
T00758,2026-05-07,A0027,,Rent,,780,ACH,Everyday spend
T00759,2026-05-02,A0027,,Grocery,,790,ACH,Everyday spend
T00760,2026-05-02,A0027,,Grocery,,777,ACH,Everyday spend
T00761,2026-05-13,,A0027,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00762,2026-05-24,A0027,,Utility Co,,100,CARD,Everyday spend
T00763,2026-05-24,A0027,,Rent,,89,CARD,Everyday spend
T00764,2026-05-16,A0027,,Utility Co,,685,CARD,Everyday spend
T00765,2026-05-25,A0027,,Grocery,,194,CARD,Everyday spend
T00766,2026-05-27,,A0027,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00767,2026-06-04,A0027,,Insurer,,422,CARD,Everyday spend
T00768,2026-06-07,A0027,,Rent,,722,ACH,Everyday spend
T00769,2026-05-28,A0027,,Utility Co,,46,ACH,Everyday spend
T00770,2026-05-28,A0027,,Insurer,,582,ACH,Everyday spend
T00771,2026-06-10,,A0027,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00772,2026-06-11,A0027,,Grocery,,554,ACH,Everyday spend
T00773,2026-06-12,A0027,,Grocery,,138,CARD,Everyday spend
T00774,2026-06-14,A0027,,Streaming,,674,ACH,Everyday spend
T00775,2026-06-24,,A0027,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00776,2026-07-01,A0027,,Rent,,120,ACH,Everyday spend
T00777,2026-07-02,A0027,,Grocery,,618,CARD,Everyday spend
T00778,2026-06-29,A0027,,Utility Co,,740,CARD,Everyday spend
T00779,2026-04-01,,A0028,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00780,2026-04-08,A0028,,Insurer,,700,ACH,Everyday spend
T00781,2026-04-03,A0028,,Grocery,,580,CARD,Everyday spend
T00782,2026-04-05,A0028,,Streaming,,748,ACH,Everyday spend
T00783,2026-04-15,,A0028,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00784,2026-04-17,A0028,,Insurer,,740,ACH,Everyday spend
T00785,2026-04-25,A0028,,Grocery,,713,CARD,Everyday spend
T00786,2026-04-29,,A0028,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00787,2026-04-30,A0028,,Rent,,252,CARD,Everyday spend
T00788,2026-05-01,A0028,,Insurer,,346,CARD,Everyday spend
T00789,2026-05-03,A0028,,Insurer,,620,ACH,Everyday spend
T00790,2026-05-13,,A0028,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00791,2026-05-20,A0028,,Utility Co,,813,CARD,Everyday spend
T00792,2026-05-22,A0028,,Utility Co,,803,ACH,Everyday spend
T00793,2026-05-15,A0028,,Utility Co,,487,CARD,Everyday spend
T00794,2026-05-27,,A0028,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00795,2026-06-06,A0028,,Streaming,,827,ACH,Everyday spend
T00796,2026-05-28,A0028,,Rent,,689,ACH,Everyday spend
T00797,2026-06-04,A0028,,Insurer,,273,ACH,Everyday spend
T00798,2026-06-10,,A0028,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00799,2026-06-17,A0028,,Utility Co,,230,ACH,Everyday spend
T00800,2026-06-20,A0028,,Utility Co,,342,CARD,Everyday spend
T00801,2026-06-12,A0028,,Rent,,314,CARD,Everyday spend
T00802,2026-06-24,,A0028,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00803,2026-07-05,A0028,,Streaming,,197,ACH,Everyday spend
T00804,2026-06-30,A0028,,Utility Co,,149,CARD,Everyday spend
T00805,2026-06-29,A0028,,Streaming,,495,ACH,Everyday spend
T00806,2026-06-26,A0028,,Grocery,,175,CARD,Everyday spend
T00807,2026-04-01,,A0029,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00808,2026-04-03,A0029,,Rent,,651,ACH,Everyday spend
T00809,2026-04-02,A0029,,Rent,,338,ACH,Everyday spend
T00810,2026-04-03,A0029,,Insurer,,782,CARD,Everyday spend
T00811,2026-04-10,A0029,,Grocery,,213,ACH,Everyday spend
T00812,2026-04-15,,A0029,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00813,2026-04-20,A0029,,Rent,,348,ACH,Everyday spend
T00814,2026-04-18,A0029,,Rent,,104,CARD,Everyday spend
T00815,2026-04-29,,A0029,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00816,2026-05-06,A0029,,Utility Co,,346,ACH,Everyday spend
T00817,2026-05-05,A0029,,Rent,,297,CARD,Everyday spend
T00818,2026-05-09,A0029,,Rent,,671,CARD,Everyday spend
T00819,2026-05-13,,A0029,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00820,2026-05-16,A0029,,Rent,,351,CARD,Everyday spend
T00821,2026-05-19,A0029,,Streaming,,675,ACH,Everyday spend
T00822,2026-05-27,,A0029,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00823,2026-06-02,A0029,,Streaming,,480,CARD,Everyday spend
T00824,2026-06-02,A0029,,Rent,,657,CARD,Everyday spend
T00825,2026-06-02,A0029,,Streaming,,221,ACH,Everyday spend
T00826,2026-06-10,,A0029,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00827,2026-06-22,A0029,,Insurer,,751,ACH,Everyday spend
T00828,2026-06-14,A0029,,Streaming,,373,ACH,Everyday spend
T00829,2026-06-17,A0029,,Insurer,,413,CARD,Everyday spend
T00830,2026-06-24,,A0029,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T00831,2026-07-04,A0029,,Insurer,,598,CARD,Everyday spend
T00832,2026-06-25,A0029,,Grocery,,784,ACH,Everyday spend
T00833,2026-04-01,,A0030,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00834,2026-04-05,A0030,,Rent,,298,CARD,Everyday spend
T00835,2026-04-08,A0030,,Insurer,,115,ACH,Everyday spend
T00836,2026-04-09,A0030,,Insurer,,636,ACH,Everyday spend
T00837,2026-04-15,,A0030,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00838,2026-04-27,A0030,,Streaming,,468,CARD,Everyday spend
T00839,2026-04-27,A0030,,Utility Co,,871,CARD,Everyday spend
T00840,2026-04-19,A0030,,Grocery,,713,ACH,Everyday spend
T00841,2026-04-26,A0030,,Insurer,,667,CARD,Everyday spend
T00842,2026-04-29,,A0030,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00843,2026-05-10,A0030,,Streaming,,702,ACH,Everyday spend
T00844,2026-05-06,A0030,,Utility Co,,148,CARD,Everyday spend
T00845,2026-05-04,A0030,,Rent,,267,CARD,Everyday spend
T00846,2026-05-05,A0030,,Insurer,,440,ACH,Everyday spend
T00847,2026-05-13,,A0030,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00848,2026-05-22,A0030,,Utility Co,,194,ACH,Everyday spend
T00849,2026-05-21,A0030,,Rent,,147,ACH,Everyday spend
T00850,2026-05-15,A0030,,Streaming,,158,CARD,Everyday spend
T00851,2026-05-18,A0030,,Grocery,,391,ACH,Everyday spend
T00852,2026-05-27,,A0030,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00853,2026-06-04,A0030,,Utility Co,,396,ACH,Everyday spend
T00854,2026-06-04,A0030,,Streaming,,779,ACH,Everyday spend
T00855,2026-05-29,A0030,,Utility Co,,347,CARD,Everyday spend
T00856,2026-05-28,A0030,,Grocery,,391,CARD,Everyday spend
T00857,2026-06-10,,A0030,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00858,2026-06-14,A0030,,Insurer,,568,CARD,Everyday spend
T00859,2026-06-13,A0030,,Rent,,378,ACH,Everyday spend
T00860,2026-06-14,A0030,,Grocery,,856,ACH,Everyday spend
T00861,2026-06-13,A0030,,Rent,,695,ACH,Everyday spend
T00862,2026-06-24,,A0030,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00863,2026-07-06,A0030,,Rent,,668,CARD,Everyday spend
T00864,2026-07-04,A0030,,Utility Co,,479,ACH,Everyday spend
T00865,2026-04-01,,A0031,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00866,2026-04-07,A0031,,Utility Co,,241,ACH,Everyday spend
T00867,2026-04-06,A0031,,Insurer,,726,ACH,Everyday spend
T00868,2026-04-12,A0031,,Insurer,,360,ACH,Everyday spend
T00869,2026-04-15,,A0031,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00870,2026-04-25,A0031,,Streaming,,156,ACH,Everyday spend
T00871,2026-04-23,A0031,,Streaming,,672,CARD,Everyday spend
T00872,2026-04-25,A0031,,Grocery,,644,CARD,Everyday spend
T00873,2026-04-29,,A0031,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00874,2026-05-01,A0031,,Utility Co,,284,ACH,Everyday spend
T00875,2026-05-02,A0031,,Insurer,,422,CARD,Everyday spend
T00876,2026-05-06,A0031,,Insurer,,468,CARD,Everyday spend
T00877,2026-05-13,,A0031,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00878,2026-05-20,A0031,,Insurer,,230,ACH,Everyday spend
T00879,2026-05-25,A0031,,Insurer,,700,CARD,Everyday spend
T00880,2026-05-16,A0031,,Grocery,,541,ACH,Everyday spend
T00881,2026-05-27,,A0031,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00882,2026-06-02,A0031,,Streaming,,501,CARD,Everyday spend
T00883,2026-05-28,A0031,,Grocery,,536,CARD,Everyday spend
T00884,2026-06-10,,A0031,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00885,2026-06-19,A0031,,Rent,,557,ACH,Everyday spend
T00886,2026-06-21,A0031,,Rent,,543,ACH,Everyday spend
T00887,2026-06-18,A0031,,Insurer,,211,CARD,Everyday spend
T00888,2026-06-24,,A0031,EMPLOYER PAYROLL,,4230.77,ACH,Salary
T00889,2026-06-28,A0031,,Streaming,,339,CARD,Everyday spend
T00890,2026-06-28,A0031,,Grocery,,590,ACH,Everyday spend
T00891,2026-04-01,,A0032,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00892,2026-04-02,A0032,,Insurer,,818,ACH,Everyday spend
T00893,2026-04-05,A0032,,Grocery,,475,CARD,Everyday spend
T00894,2026-04-06,A0032,,Streaming,,73,ACH,Everyday spend
T00895,2026-04-07,A0032,,Rent,,876,CARD,Everyday spend
T00896,2026-04-15,,A0032,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00897,2026-04-19,A0032,,Insurer,,254,ACH,Everyday spend
T00898,2026-04-26,A0032,,Insurer,,478,CARD,Everyday spend
T00899,2026-04-29,,A0032,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00900,2026-05-03,A0032,,Utility Co,,873,CARD,Everyday spend
T00901,2026-05-09,A0032,,Insurer,,399,ACH,Everyday spend
T00902,2026-05-13,,A0032,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00903,2026-05-16,A0032,,Streaming,,371,ACH,Everyday spend
T00904,2026-05-23,A0032,,Grocery,,313,CARD,Everyday spend
T00905,2026-05-20,A0032,,Grocery,,100,ACH,Everyday spend
T00906,2026-05-25,A0032,,Grocery,,175,CARD,Everyday spend
T00907,2026-05-27,,A0032,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00908,2026-06-02,A0032,,Rent,,888,CARD,Everyday spend
T00909,2026-06-04,A0032,,Rent,,185,ACH,Everyday spend
T00910,2026-06-03,A0032,,Utility Co,,502,CARD,Everyday spend
T00911,2026-06-03,A0032,,Streaming,,567,ACH,Everyday spend
T00912,2026-06-10,,A0032,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00913,2026-06-18,A0032,,Utility Co,,375,CARD,Everyday spend
T00914,2026-06-22,A0032,,Utility Co,,509,ACH,Everyday spend
T00915,2026-06-19,A0032,,Rent,,447,CARD,Everyday spend
T00916,2026-06-24,,A0032,EMPLOYER PAYROLL,,3192.31,ACH,Salary
T00917,2026-07-02,A0032,,Streaming,,314,ACH,Everyday spend
T00918,2026-06-30,A0032,,Insurer,,600,CARD,Everyday spend
T00919,2026-04-01,,A0033,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00920,2026-04-09,A0033,,Grocery,,40,ACH,Everyday spend
T00921,2026-04-13,A0033,,Grocery,,175,ACH,Everyday spend
T00922,2026-04-06,A0033,,Streaming,,135,ACH,Everyday spend
T00923,2026-04-15,,A0033,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00924,2026-04-21,A0033,,Utility Co,,720,CARD,Everyday spend
T00925,2026-04-22,A0033,,Grocery,,680,ACH,Everyday spend
T00926,2026-04-29,,A0033,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00927,2026-05-10,A0033,,Utility Co,,133,CARD,Everyday spend
T00928,2026-05-03,A0033,,Grocery,,528,CARD,Everyday spend
T00929,2026-05-09,A0033,,Utility Co,,271,ACH,Everyday spend
T00930,2026-05-13,,A0033,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00931,2026-05-25,A0033,,Rent,,391,CARD,Everyday spend
T00932,2026-05-25,A0033,,Utility Co,,175,ACH,Everyday spend
T00933,2026-05-27,,A0033,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00934,2026-06-03,A0033,,Utility Co,,131,CARD,Everyday spend
T00935,2026-06-02,A0033,,Grocery,,416,ACH,Everyday spend
T00936,2026-06-10,,A0033,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00937,2026-06-13,A0033,,Utility Co,,696,CARD,Everyday spend
T00938,2026-06-19,A0033,,Insurer,,616,CARD,Everyday spend
T00939,2026-06-21,A0033,,Streaming,,208,ACH,Everyday spend
T00940,2026-06-24,,A0033,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00941,2026-06-28,A0033,,Rent,,683,CARD,Everyday spend
T00942,2026-07-04,A0033,,Grocery,,743,ACH,Everyday spend
T00943,2026-06-26,A0033,,Utility Co,,142,CARD,Everyday spend
T00944,2026-07-04,A0033,,Streaming,,787,ACH,Everyday spend
T00945,2026-04-01,,A0034,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T00946,2026-04-13,A0034,,Utility Co,,662,ACH,Everyday spend
T00947,2026-04-12,A0034,,Insurer,,348,CARD,Everyday spend
T00948,2026-04-11,A0034,,Rent,,561,CARD,Everyday spend
T00949,2026-04-06,A0034,,Grocery,,701,CARD,Everyday spend
T00950,2026-04-15,,A0034,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T00951,2026-04-22,A0034,,Rent,,155,CARD,Everyday spend
T00952,2026-04-26,A0034,,Insurer,,648,CARD,Everyday spend
T00953,2026-04-16,A0034,,Grocery,,409,ACH,Everyday spend
T00954,2026-04-29,,A0034,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T00955,2026-05-09,A0034,,Insurer,,470,ACH,Everyday spend
T00956,2026-05-10,A0034,,Utility Co,,216,ACH,Everyday spend
T00957,2026-04-30,A0034,,Utility Co,,641,CARD,Everyday spend
T00958,2026-05-13,,A0034,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T00959,2026-05-17,A0034,,Rent,,80,CARD,Everyday spend
T00960,2026-05-22,A0034,,Rent,,333,ACH,Everyday spend
T00961,2026-05-25,A0034,,Insurer,,451,CARD,Everyday spend
T00962,2026-05-27,,A0034,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T00963,2026-06-06,A0034,,Utility Co,,196,ACH,Everyday spend
T00964,2026-06-01,A0034,,Grocery,,120,CARD,Everyday spend
T00965,2026-06-05,A0034,,Insurer,,374,ACH,Everyday spend
T00966,2026-06-07,A0034,,Streaming,,821,CARD,Everyday spend
T00967,2026-06-10,,A0034,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T00968,2026-06-17,A0034,,Utility Co,,787,CARD,Everyday spend
T00969,2026-06-14,A0034,,Utility Co,,128,ACH,Everyday spend
T00970,2026-06-18,A0034,,Streaming,,666,CARD,Everyday spend
T00971,2026-06-21,A0034,,Utility Co,,799,CARD,Everyday spend
T00972,2026-06-24,,A0034,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T00973,2026-07-06,A0034,,Grocery,,180,CARD,Everyday spend
T00974,2026-07-02,A0034,,Grocery,,395,ACH,Everyday spend
T00975,2026-04-01,,A0035,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00976,2026-04-03,A0035,,Rent,,309,CARD,Everyday spend
T00977,2026-04-09,A0035,,Utility Co,,563,ACH,Everyday spend
T00978,2026-04-09,A0035,,Streaming,,620,CARD,Everyday spend
T00979,2026-04-04,A0035,,Insurer,,301,CARD,Everyday spend
T00980,2026-04-15,,A0035,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00981,2026-04-27,A0035,,Insurer,,158,CARD,Everyday spend
T00982,2026-04-16,A0035,,Grocery,,85,CARD,Everyday spend
T00983,2026-04-16,A0035,,Rent,,523,ACH,Everyday spend
T00984,2026-04-18,A0035,,Insurer,,223,CARD,Everyday spend
T00985,2026-04-29,,A0035,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00986,2026-05-11,A0035,,Grocery,,711,ACH,Everyday spend
T00987,2026-05-05,A0035,,Streaming,,294,ACH,Everyday spend
T00988,2026-05-04,A0035,,Insurer,,885,CARD,Everyday spend
T00989,2026-05-05,A0035,,Grocery,,162,CARD,Everyday spend
T00990,2026-05-13,,A0035,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00991,2026-05-22,A0035,,Utility Co,,87,ACH,Everyday spend
T00992,2026-05-21,A0035,,Streaming,,329,ACH,Everyday spend
T00993,2026-05-27,,A0035,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00994,2026-06-05,A0035,,Streaming,,507,CARD,Everyday spend
T00995,2026-05-31,A0035,,Insurer,,338,ACH,Everyday spend
T00996,2026-06-10,,A0035,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T00997,2026-06-18,A0035,,Grocery,,417,ACH,Everyday spend
T00998,2026-06-22,A0035,,Grocery,,599,CARD,Everyday spend
T00999,2026-06-24,,A0035,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T01000,2026-07-01,A0035,,Insurer,,64,CARD,Everyday spend
T01001,2026-06-30,A0035,,Streaming,,691,CARD,Everyday spend
T01002,2026-04-01,,A0036,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T01003,2026-04-09,A0036,,Streaming,,101,CARD,Everyday spend
T01004,2026-04-03,A0036,,Insurer,,84,CARD,Everyday spend
T01005,2026-04-08,A0036,,Rent,,757,ACH,Everyday spend
T01006,2026-04-15,,A0036,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T01007,2026-04-17,A0036,,Insurer,,634,CARD,Everyday spend
T01008,2026-04-18,A0036,,Utility Co,,692,ACH,Everyday spend
T01009,2026-04-25,A0036,,Rent,,621,CARD,Everyday spend
T01010,2026-04-26,A0036,,Streaming,,173,CARD,Everyday spend
T01011,2026-04-29,,A0036,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T01012,2026-05-05,A0036,,Streaming,,860,ACH,Everyday spend
T01013,2026-05-05,A0036,,Grocery,,503,ACH,Everyday spend
T01014,2026-05-01,A0036,,Insurer,,247,CARD,Everyday spend
T01015,2026-05-13,,A0036,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T01016,2026-05-16,A0036,,Rent,,148,CARD,Everyday spend
T01017,2026-05-21,A0036,,Utility Co,,361,ACH,Everyday spend
T01018,2026-05-27,,A0036,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T01019,2026-06-02,A0036,,Rent,,828,CARD,Everyday spend
T01020,2026-06-01,A0036,,Utility Co,,514,ACH,Everyday spend
T01021,2026-05-29,A0036,,Insurer,,201,ACH,Everyday spend
T01022,2026-05-28,A0036,,Grocery,,260,ACH,Everyday spend
T01023,2026-06-10,,A0036,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T01024,2026-06-22,A0036,,Rent,,294,ACH,Everyday spend
T01025,2026-06-19,A0036,,Streaming,,90,ACH,Everyday spend
T01026,2026-06-24,,A0036,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T01027,2026-06-25,A0036,,Insurer,,454,ACH,Everyday spend
T01028,2026-07-06,A0036,,Utility Co,,603,CARD,Everyday spend
T01029,2026-04-01,,A0037,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T01030,2026-04-07,A0037,,Insurer,,742,CARD,Everyday spend
T01031,2026-04-11,A0037,,Utility Co,,305,CARD,Everyday spend
T01032,2026-04-03,A0037,,Grocery,,242,ACH,Everyday spend
T01033,2026-04-15,,A0037,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T01034,2026-04-21,A0037,,Rent,,165,CARD,Everyday spend
T01035,2026-04-16,A0037,,Rent,,212,ACH,Everyday spend
T01036,2026-04-29,,A0037,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T01037,2026-04-30,A0037,,Grocery,,431,ACH,Everyday spend
T01038,2026-05-05,A0037,,Streaming,,259,CARD,Everyday spend
T01039,2026-05-04,A0037,,Utility Co,,496,CARD,Everyday spend
T01040,2026-05-13,,A0037,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T01041,2026-05-23,A0037,,Streaming,,671,CARD,Everyday spend
T01042,2026-05-21,A0037,,Utility Co,,461,ACH,Everyday spend
T01043,2026-05-15,A0037,,Grocery,,326,ACH,Everyday spend
T01044,2026-05-20,A0037,,Insurer,,244,CARD,Everyday spend
T01045,2026-05-27,,A0037,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T01046,2026-06-03,A0037,,Rent,,840,ACH,Everyday spend
T01047,2026-06-05,A0037,,Streaming,,840,ACH,Everyday spend
T01048,2026-06-10,,A0037,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T01049,2026-06-19,A0037,,Streaming,,369,ACH,Everyday spend
T01050,2026-06-13,A0037,,Insurer,,66,ACH,Everyday spend
T01051,2026-06-14,A0037,,Utility Co,,70,ACH,Everyday spend
T01052,2026-06-18,A0037,,Insurer,,582,ACH,Everyday spend
T01053,2026-06-24,,A0037,EMPLOYER PAYROLL,,1846.15,ACH,Salary
T01054,2026-06-27,A0037,,Grocery,,142,CARD,Everyday spend
T01055,2026-06-29,A0037,,Grocery,,586,CARD,Everyday spend
T01056,2026-04-01,,A0038,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T01057,2026-04-13,A0038,,Insurer,,400,CARD,Everyday spend
T01058,2026-04-05,A0038,,Insurer,,896,ACH,Everyday spend
T01059,2026-04-06,A0038,,Utility Co,,219,ACH,Everyday spend
T01060,2026-04-03,A0038,,Insurer,,97,CARD,Everyday spend
T01061,2026-04-15,,A0038,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T01062,2026-04-16,A0038,,Utility Co,,579,ACH,Everyday spend
T01063,2026-04-21,A0038,,Grocery,,668,CARD,Everyday spend
T01064,2026-04-29,,A0038,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T01065,2026-05-11,A0038,,Utility Co,,221,ACH,Everyday spend
T01066,2026-04-30,A0038,,Utility Co,,191,CARD,Everyday spend
T01067,2026-05-08,A0038,,Streaming,,413,CARD,Everyday spend
T01068,2026-05-13,,A0038,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T01069,2026-05-24,A0038,,Streaming,,445,CARD,Everyday spend
T01070,2026-05-18,A0038,,Grocery,,370,CARD,Everyday spend
T01071,2026-05-25,A0038,,Streaming,,487,ACH,Everyday spend
T01072,2026-05-16,A0038,,Grocery,,764,ACH,Everyday spend
T01073,2026-05-27,,A0038,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T01074,2026-06-06,A0038,,Rent,,874,CARD,Everyday spend
T01075,2026-06-01,A0038,,Grocery,,791,ACH,Everyday spend
T01076,2026-05-30,A0038,,Insurer,,786,CARD,Everyday spend
T01077,2026-06-03,A0038,,Grocery,,829,CARD,Everyday spend
T01078,2026-06-10,,A0038,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T01079,2026-06-16,A0038,,Insurer,,868,CARD,Everyday spend
T01080,2026-06-12,A0038,,Streaming,,548,CARD,Everyday spend
T01081,2026-06-22,A0038,,Streaming,,119,CARD,Everyday spend
T01082,2026-06-16,A0038,,Streaming,,211,CARD,Everyday spend
T01083,2026-06-24,,A0038,EMPLOYER PAYROLL,,2115.38,ACH,Salary
T01084,2026-06-25,A0038,,Grocery,,311,CARD,Everyday spend
T01085,2026-07-06,A0038,,Streaming,,109,ACH,Everyday spend
T01086,2026-06-26,A0038,,Utility Co,,777,CARD,Everyday spend
T01087,2026-04-01,,A0039,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T01088,2026-04-03,A0039,,Insurer,,888,ACH,Everyday spend
T01089,2026-04-12,A0039,,Grocery,,816,CARD,Everyday spend
T01090,2026-04-09,A0039,,Streaming,,115,CARD,Everyday spend
T01091,2026-04-15,,A0039,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T01092,2026-04-21,A0039,,Utility Co,,307,CARD,Everyday spend
T01093,2026-04-21,A0039,,Grocery,,214,ACH,Everyday spend
T01094,2026-04-29,,A0039,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T01095,2026-05-01,A0039,,Streaming,,600,CARD,Everyday spend
T01096,2026-05-09,A0039,,Utility Co,,668,ACH,Everyday spend
T01097,2026-05-06,A0039,,Insurer,,709,CARD,Everyday spend
T01098,2026-05-06,A0039,,Utility Co,,200,CARD,Everyday spend
T01099,2026-05-13,,A0039,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T01100,2026-05-17,A0039,,Insurer,,234,ACH,Everyday spend
T01101,2026-05-25,A0039,,Streaming,,787,ACH,Everyday spend
T01102,2026-05-18,A0039,,Utility Co,,283,CARD,Everyday spend
T01103,2026-05-27,,A0039,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T01104,2026-06-06,A0039,,Grocery,,602,ACH,Everyday spend
T01105,2026-05-28,A0039,,Rent,,409,CARD,Everyday spend
T01106,2026-05-29,A0039,,Grocery,,341,ACH,Everyday spend
T01107,2026-06-10,,A0039,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T01108,2026-06-11,A0039,,Streaming,,251,CARD,Everyday spend
T01109,2026-06-12,A0039,,Streaming,,524,CARD,Everyday spend
T01110,2026-06-24,,A0039,EMPLOYER PAYROLL,,2730.77,ACH,Salary
T01111,2026-07-02,A0039,,Utility Co,,540,ACH,Everyday spend
T01112,2026-07-05,A0039,,Grocery,,597,ACH,Everyday spend
T01113,2026-06-30,A0039,,Grocery,,430,ACH,Everyday spend
T01114,2026-04-01,,A0040,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T01115,2026-04-13,A0040,,Utility Co,,723,CARD,Everyday spend
T01116,2026-04-12,A0040,,Insurer,,392,ACH,Everyday spend
T01117,2026-04-15,,A0040,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T01118,2026-04-24,A0040,,Insurer,,102,ACH,Everyday spend
T01119,2026-04-22,A0040,,Insurer,,588,ACH,Everyday spend
T01120,2026-04-29,,A0040,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T01121,2026-05-07,A0040,,Rent,,346,CARD,Everyday spend
T01122,2026-05-11,A0040,,Utility Co,,75,CARD,Everyday spend
T01123,2026-05-13,,A0040,EMPLOYER PAYROLL,,2384.62,ACH,Salary
